VideoNumber,Frame,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,T1,T2,T3,T4,T5
0,0,213,203,332,182,425,139,483,255,547,141,-10.0079563985,-24.8141389643,63.4348004848,-60.6898510098,10.9012421612
0,71,213,203,332,182,425,139,483,255,547,141,-10.0079563985,-24.8141389643,63.4348004848,-60.6898510098,10.9012421612
0,74,213,203,332,182,425,139,483,255,547,141,-10.0079563985,-24.8141389643,63.4348004848,-60.6898510098,10.9012421612
